Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),   geikielite,     hematite,     ilmenite,  pyrophanite,     corundum
1186,815.00,0.000,-14.172,0.7123,4.6900,0.0000,48.2331,0.4870,9.5586,0.0000,36.2981,3.3689,2.0542,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.792,-5.380,1.297,0.152,0.646,0.076264,0.089564,0.755964,0.071062,0.007147
1187,814.00,0.000,-14.193,0.7130,4.6901,0.0000,48.2382,0.4857,9.5487,0.0000,36.3127,3.3622,2.0524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.796,-5.386,1.298,0.152,0.647,0.076197,0.089473,0.756281,0.070922,0.007128
1188,813.00,0.000,-14.213,0.7137,4.6903,0.0000,48.2433,0.4844,9.5389,0.0000,36.3273,3.3556,2.0506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.801,-5.391,1.298,0.152,0.647,0.076130,0.089382,0.756596,0.070783,0.007109
1189,812.00,0.000,-14.234,0.7143,4.6904,0.0000,48.2483,0.4831,9.5290,0.0000,36.3418,3.3490,2.0487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.806,-5.397,1.299,0.152,0.648,0.076064,0.089291,0.756909,0.070645,0.007091
1190,811.00,0.000,-14.255,0.7150,4.6905,0.0000,48.2534,0.4819,9.5192,0.0000,36.3561,3.3424,2.0470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.811,-5.402,1.299,0.152,0.648,0.075999,0.089201,0.757220,0.070508,0.007072
1191,810.00,0.000,-14.276,0.7156,4.6906,0.0000,48.2584,0.4806,9.5095,0.0000,36.3703,3.3359,2.0452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.816,-5.408,1.300,0.153,0.649,0.075936,0.089111,0.757528,0.070371,0.007054
1192,809.00,0.000,-14.297,0.7163,4.6907,0.0000,48.2635,0.4793,9.4998,0.0000,36.3844,3.3295,2.0435,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.820,-5.413,1.300,0.153,0.649,0.075874,0.089021,0.757834,0.070236,0.007035
1193,808.00,0.000,-14.317,0.7169,4.6908,0.0000,48.2685,0.4781,9.4901,0.0000,36.3984,3.3230,2.0419,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.825,-5.419,1.301,0.153,0.650,0.075814,0.088931,0.758137,0.070102,0.007016
1194,807.00,0.000,-14.338,0.7175,4.6909,0.0000,48.2736,0.4768,9.4804,0.0000,36.4123,3.3167,2.0403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.830,-5.424,1.301,0.153,0.650,0.075755,0.088842,0.758437,0.069969,0.006998
1195,806.00,0.000,-14.359,0.7182,4.6910,0.0000,48.2786,0.4755,9.4708,0.0000,36.4261,3.3104,2.0387,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.834,-5.429,1.302,0.153,0.651,0.075697,0.088753,0.758734,0.069836,0.006979
1196,805.00,0.000,-14.380,0.7188,4.6911,0.0000,48.2837,0.4742,9.4612,0.0000,36.4397,3.3041,2.0371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.839,-5.434,1.302,0.153,0.651,0.075641,0.088665,0.759029,0.069705,0.006960
1197,804.00,0.000,-14.401,0.7194,4.6912,0.0000,48.2887,0.4729,9.4516,0.0000,36.4532,3.2979,2.0356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.843,-5.440,1.303,0.153,0.652,0.075587,0.088576,0.759321,0.069575,0.006941
1198,803.00,0.000,-14.422,0.7200,4.6913,0.0000,48.2938,0.4716,9.4421,0.0000,36.4666,3.2917,2.0342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.847,-5.445,1.303,0.153,0.652,0.075534,0.088488,0.759610,0.069445,0.006923
1199,802.00,0.000,-14.444,0.7206,4.6914,0.0000,48.2988,0.4703,9.4326,0.0000,36.4799,3.2856,2.0328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.852,-5.450,1.304,0.154,0.653,0.075482,0.088401,0.759897,0.069317,0.006904
1200,801.00,0.000,-14.465,0.7212,4.6915,0.0000,48.3039,0.4690,9.4232,0.0000,36.4930,3.2795,2.0314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.856,-5.455,1.304,0.154,0.653,0.075432,0.088313,0.760180,0.069189,0.006885
1201,800.00,0.000,-14.486,0.7218,4.6916,0.0000,48.3089,0.4677,9.4138,0.0000,36.5061,3.2734,2.0301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.860,-5.460,1.305,0.154,0.653,0.075383,0.088226,0.760462,0.069063,0.006866
1202,799.00,0.000,-14.507,0.7224,4.6917,0.0000,48.3140,0.4664,9.4044,0.0000,36.5190,3.2674,2.0288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.864,-5.465,1.305,0.154,0.654,0.075336,0.088139,0.760740,0.068938,0.006847
1203,798.00,0.000,-14.528,0.7230,4.6918,0.0000,48.3190,0.4651,9.3951,0.0000,36.5318,3.2615,2.0275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.869,-5.470,1.305,0.154,0.654,0.075291,0.088053,0.761016,0.068813,0.006828
1204,797.00,0.000,-14.550,0.7236,4.6919,0.0000,48.3241,0.4638,9.3858,0.0000,36.5445,3.2556,2.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.873,-5.475,1.306,0.154,0.655,0.075246,0.087967,0.761289,0.068689,0.006808
1205,796.00,0.000,-14.571,0.7241,4.6920,0.0000,48.3291,0.4625,9.3765,0.0000,36.5570,3.2498,2.0251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.877,-5.480,1.306,0.154,0.655,0.075203,0.087881,0.761560,0.068567,0.006789
1206,795.00,0.000,-14.593,0.7247,4.6921,0.0000,48.3341,0.4612,9.3673,0.0000,36.5695,3.2440,2.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.881,-5.485,1.306,0.154,0.656,0.075161,0.087796,0.761828,0.068445,0.006770
1207,794.00,0.000,-14.614,0.7253,4.6922,0.0000,48.3392,0.4599,9.3581,0.0000,36.5818,3.2382,2.0229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.885,-5.490,1.307,0.155,0.656,0.075121,0.087711,0.762094,0.068324,0.006750
1208,793.00,0.000,-14.635,0.7258,4.6923,0.0000,48.3442,0.4585,9.3489,0.0000,36.5941,3.2325,2.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.888,-5.495,1.307,0.155,0.656,0.075082,0.087626,0.762357,0.068204,0.006731
1209,792.00,0.000,-14.657,0.7264,4.6924,0.0000,48.3492,0.4572,9.3398,0.0000,36.6062,3.2268,2.0207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.892,-5.500,1.307,0.155,0.657,0.075044,0.087541,0.762618,0.068086,0.006712
1210,791.00,0.000,-14.679,0.7269,4.6925,0.0000,48.3543,0.4559,9.3308,0.0000,36.6182,3.2212,2.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.896,-5.504,1.308,0.155,0.657,0.075007,0.087457,0.762876,0.067968,0.006692
1211,790.00,0.000,-14.700,0.7275,4.6926,0.0000,48.3593,0.4545,9.3217,0.0000,36.6301,3.2156,2.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.900,-5.509,1.308,0.155,0.657,0.074972,0.087373,0.763132,0.067851,0.006673
1212,789.00,0.000,-14.722,0.7280,4.6927,0.0000,48.3643,0.4532,9.3127,0.0000,36.6419,3.2101,2.0178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.903,-5.514,1.308,0.155,0.658,0.074937,0.087290,0.763385,0.067735,0.006653
1213,788.00,0.000,-14.744,0.7285,4.6928,0.0000,48.3693,0.4518,9.3038,0.0000,36.6536,3.2046,2.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.907,-5.518,1.309,0.155,0.658,0.074904,0.087207,0.763637,0.067619,0.006633
1214,787.00,0.000,-14.765,0.7291,4.6929,0.0000,48.3743,0.4505,9.2949,0.0000,36.6652,3.1991,2.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.911,-5.523,1.309,0.155,0.659,0.074872,0.087124,0.763885,0.067505,0.006614
1215,786.00,0.000,-14.787,0.7296,4.6930,0.0000,48.3793,0.4492,9.2860,0.0000,36.6767,3.1937,2.0151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.914,-5.528,1.309,0.155,0.659,0.074841,0.087042,0.764132,0.067392,0.006594
1216,785.00,0.000,-14.809,0.7301,4.6931,0.0000,48.3843,0.4478,9.2771,0.0000,36.6881,3.1884,2.0143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.918,-5.532,1.310,0.156,0.659,0.074811,0.086960,0.764376,0.067279,0.006574
1217,784.00,0.000,-14.831,0.7306,4.6931,0.0000,48.3893,0.4465,9.2683,0.0000,36.6994,3.1831,2.0135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.921,-5.537,1.310,0.156,0.660,0.074781,0.086878,0.764619,0.067168,0.006554
1218,783.00,0.000,-14.853,0.7311,4.6932,0.0000,48.3943,0.4451,9.2595,0.0000,36.7106,3.1778,2.0127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.925,-5.541,1.310,0.156,0.660,0.074753,0.086796,0.764859,0.067057,0.006535
1219,782.00,0.000,-14.874,0.7316,4.6933,0.0000,48.3992,0.4438,9.2508,0.0000,36.7217,3.1726,2.0120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.928,-5.545,1.310,0.156,0.660,0.074726,0.086715,0.765097,0.066947,0.006515
1220,781.00,0.000,-14.896,0.7321,4.6934,0.0000,48.4042,0.4424,9.2421,0.0000,36.7327,3.1674,2.0113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.931,-5.550,1.310,0.156,0.661,0.074700,0.086634,0.765332,0.066838,0.006495
1221,780.00,0.000,-14.918,0.7326,4.6935,0.0000,48.4091,0.4410,9.2335,0.0000,36.7436,3.1622,2.0106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.934,-5.554,1.311,0.156,0.661,0.074675,0.086554,0.765566,0.066730,0.006475
1222,779.00,0.000,-14.941,0.7331,4.6936,0.0000,48.4141,0.4397,9.2249,0.0000,36.7544,3.1571,2.0099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.938,-5.558,1.311,0.156,0.661,0.074650,0.086474,0.765798,0.066623,0.006455
1223,778.00,0.000,-14.963,0.7335,4.6937,0.0000,48.4190,0.4383,9.2163,0.0000,36.7651,3.1520,2.0092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.941,-5.563,1.311,0.156,0.662,0.074626,0.086394,0.766028,0.066517,0.006435
1224,777.00,0.000,-14.985,0.7340,4.6938,0.0000,48.4239,0.4370,9.2077,0.0000,36.7757,3.1470,2.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.944,-5.567,1.311,0.156,0.662,0.074604,0.086315,0.766255,0.066411,0.006415
1225,776.00,0.000,-15.007,0.7345,4.6939,0.0000,48.4288,0.4356,9.1992,0.0000,36.7863,3.1420,2.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.947,-5.571,1.311,0.156,0.662,0.074581,0.086236,0.766481,0.066307,0.006395
1226,775.00,0.000,-15.029,0.7349,4.6940,0.0000,48.4337,0.4342,9.1908,0.0000,36.7968,3.1371,2.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.950,-5.575,1.312,0.157,0.663,0.074560,0.086157,0.766704,0.066203,0.006375
1227,774.00,0.000,-15.051,0.7354,4.6941,0.0000,48.4386,0.4329,9.1823,0.0000,36.8071,3.1322,2.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.953,-5.580,1.312,0.157,0.663,0.074540,0.086079,0.766927,0.066100,0.006355
1228,773.00,0.000,-15.074,0.7359,4.6941,0.0000,48.4435,0.4315,9.1739,0.0000,36.8174,3.1273,2.0063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.956,-5.584,1.312,0.157,0.663,0.074520,0.086001,0.767146,0.065998,0.006335
1229,772.00,0.000,-15.096,0.7363,4.6942,0.0000,48.4484,0.4301,9.1656,0.0000,36.8276,3.1225,2.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.959,-5.588,1.312,0.157,0.664,0.074501,0.085923,0.767365,0.065896,0.006315
1230,771.00,0.000,-15.119,0.7368,4.6943,0.0000,48.4532,0.4288,9.1573,0.0000,36.8378,3.1177,2.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.962,-5.592,1.312,0.157,0.664,0.074482,0.085846,0.767581,0.065796,0.006295
1231,770.00,0.000,-15.141,0.7372,4.6944,0.0000,48.4581,0.4274,9.1490,0.0000,36.8478,3.1130,2.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.965,-5.596,1.312,0.157,0.664,0.074464,0.085769,0.767795,0.065696,0.006275
1232,769.00,0.000,-15.163,0.7376,4.6945,0.0000,48.4629,0.4260,9.1408,0.0000,36.8578,3.1083,2.0043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.967,-5.600,1.312,0.157,0.665,0.074447,0.085692,0.768008,0.065597,0.006255
1233,768.00,0.000,-15.186,0.7381,4.6946,0.0000,48.4677,0.4247,9.1326,0.0000,36.8676,3.1036,2.0038,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.970,-5.604,1.312,0.157,0.665,0.074431,0.085616,0.768219,0.065499,0.006235
1234,767.00,0.000,-15.209,0.7385,4.6947,0.0000,48.4725,0.4233,9.1244,0.0000,36.8775,3.0990,2.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.973,-5.608,1.312,0.157,0.665,0.074415,0.085540,0.768429,0.065402,0.006215
1235,766.00,0.000,-15.231,0.7389,4.6948,0.0000,48.4773,0.4220,9.1163,0.0000,36.8872,3.0944,2.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.975,-5.612,1.312,0.157,0.665,0.074399,0.085464,0.768636,0.065305,0.006196
1236,765.00,0.000,-15.254,0.7393,4.6949,0.0000,48.4821,0.4206,9.1082,0.0000,36.8968,3.0898,2.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.978,-5.615,1.313,0.157,0.666,0.074384,0.085389,0.768842,0.065209,0.006176
1237,764.00,0.000,-15.277,0.7397,4.6950,0.0000,48.4868,0.4192,9.1001,0.0000,36.9064,3.0853,2.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.981,-5.619,1.313,0.158,0.666,0.074370,0.085314,0.769047,0.065114,0.006156
1238,763.00,0.000,-15.299,0.7402,4.6950,0.0000,48.4916,0.4179,9.0921,0.0000,36.9159,3.0808,2.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.983,-5.623,1.313,0.158,0.666,0.074356,0.085239,0.769250,0.065020,0.006136
1239,762.00,0.000,-15.322,0.7406,4.6951,0.0000,48.4963,0.4165,9.0841,0.0000,36.9253,3.0763,2.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.986,-5.627,1.313,0.158,0.667,0.074343,0.085165,0.769451,0.064926,0.006116
1240,761.00,0.000,-15.345,0.7410,4.6952,0.0000,48.5011,0.4151,9.0762,0.0000,36.9347,3.0719,2.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.988,-5.631,1.313,0.158,0.667,0.074330,0.085091,0.769650,0.064834,0.006096
1241,760.00,0.000,-15.368,0.7414,4.6953,0.0000,48.5058,0.4138,9.0682,0.0000,36.9440,3.0675,2.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.991,-5.634,1.313,0.158,0.667,0.074317,0.085017,0.769848,0.064741,0.006076
1242,759.00,0.000,-15.391,0.7418,4.6954,0.0000,48.5105,0.4124,9.0604,0.0000,36.9532,3.0632,2.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.993,-5.638,1.313,0.158,0.667,0.074305,0.084944,0.770045,0.064650,0.006056
1243,758.00,0.000,-15.414,0.7421,4.6955,0.0000,48.5151,0.4111,9.0525,0.0000,36.9623,3.0589,2.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.995,-5.642,1.313,0.158,0.668,0.074294,0.084871,0.770240,0.064560,0.006036
1244,757.00,0.000,-15.437,0.7425,4.6956,0.0000,48.5198,0.4097,9.0447,0.0000,36.9714,3.0546,1.9997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-6.998,-5.645,1.313,0.158,0.668,0.074283,0.084798,0.770434,0.064470,0.006016
1245,756.00,0.000,-15.460,0.7429,4.6957,0.0000,48.5245,0.4084,9.0370,0.0000,36.9804,3.0504,1.9994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.000,-5.649,1.313,0.158,0.668,0.074272,0.084726,0.770625,0.064381,0.005996
1246,755.00,0.000,-15.483,0.7433,4.6958,0.0000,48.5291,0.4070,9.0292,0.0000,36.9894,3.0462,1.9991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.002,-5.652,1.313,0.158,0.668,0.074262,0.084653,0.770816,0.064292,0.005976
1247,754.00,0.000,-15.506,0.7437,4.6959,0.0000,48.5337,0.4057,9.0215,0.0000,36.9983,3.0420,1.9988,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.004,-5.656,1.313,0.158,0.669,0.074252,0.084582,0.771006,0.064204,0.005957
1248,753.00,0.000,-15.529,0.7440,4.6960,0.0000,48.5383,0.4043,9.0138,0.0000,37.0071,3.0378,1.9986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.006,-5.659,1.313,0.158,0.669,0.074242,0.084510,0.771194,0.064117,0.005937
1249,752.00,0.000,-15.552,0.7444,4.6960,0.0000,48.5429,0.4030,9.0062,0.0000,37.0159,3.0337,1.9983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.009,-5.663,1.313,0.159,0.669,0.074233,0.084439,0.771380,0.064031,0.005917
1250,751.00,0.000,-15.576,0.7448,4.6961,0.0000,48.5475,0.4016,8.9986,0.0000,37.0245,3.0297,1.9981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.011,-5.666,1.313,0.159,0.669,0.074224,0.084368,0.771565,0.063945,0.005897
1251,750.00,0.000,-15.599,0.7451,4.6962,0.0000,48.5521,0.4003,8.9910,0.0000,37.0332,3.0256,1.9978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.013,-5.670,1.313,0.159,0.670,0.074216,0.084298,0.771749,0.063860,0.005878
1252,749.00,0.000,-15.622,0.7455,4.6963,0.0000,48.5566,0.3989,8.9835,0.0000,37.0418,3.0216,1.9976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.015,-5.673,1.312,0.159,0.670,0.074207,0.084227,0.771932,0.063776,0.005858
1253,748.00,0.000,-15.646,0.7458,4.6964,0.0000,48.5612,0.3976,8.9760,0.0000,37.0503,3.0176,1.9974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.017,-5.677,1.312,0.159,0.670,0.074200,0.084157,0.772113,0.063692,0.005838
1254,747.00,0.000,-15.669,0.7462,4.6965,0.0000,48.5657,0.3963,8.9685,0.0000,37.0587,3.0137,1.9972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.019,-5.680,1.312,0.159,0.670,0.074192,0.084088,0.772293,0.063609,0.005819
1255,746.00,0.000,-15.693,0.7465,4.6966,0.0000,48.5702,0.3949,8.9611,0.0000,37.0671,3.0097,1.9970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.021,-5.683,1.312,0.159,0.670,0.074185,0.084019,0.772471,0.063526,0.005799
1256,745.00,0.000,-15.716,0.7469,4.6967,0.0000,48.5747,0.3936,8.9537,0.0000,37.0754,3.0059,1.9968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.022,-5.686,1.312,0.159,0.671,0.074177,0.083950,0.772649,0.063444,0.005780
1257,744.00,0.000,-15.740,0.7472,4.6968,0.0000,48.5792,0.3923,8.9463,0.0000,37.0837,3.0020,1.9966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.024,-5.690,1.312,0.159,0.671,0.074171,0.083881,0.772825,0.063363,0.005760
1258,743.00,0.000,-15.764,0.7475,4.6969,0.0000,48.5836,0.3909,8.9390,0.0000,37.0919,2.9982,1.9964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.026,-5.693,1.312,0.159,0.671,0.074164,0.083812,0.773000,0.063283,0.005741
1259,742.00,0.000,-15.787,0.7479,4.6970,0.0000,48.5881,0.3896,8.9317,0.0000,37.1001,2.9944,1.9962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.028,-5.696,1.312,0.159,0.671,0.074158,0.083744,0.773174,0.063203,0.005721
1260,741.00,0.000,-15.811,0.7482,4.6971,0.0000,48.5925,0.3883,8.9244,0.0000,37.1082,2.9906,1.9960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.030,-5.699,1.312,0.159,0.671,0.074152,0.083676,0.773346,0.063123,0.005702
1261,740.00,0.000,-15.835,0.7485,4.6971,0.0000,48.5969,0.3870,8.9171,0.0000,37.1163,2.9868,1.9959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.031,-5.703,1.312,0.159,0.672,0.074146,0.083609,0.773518,0.063045,0.005683
1262,739.00,0.000,-15.859,0.7488,4.6972,0.0000,48.6013,0.3857,8.9099,0.0000,37.1243,2.9831,1.9957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.033,-5.706,1.311,0.159,0.672,0.074140,0.083541,0.773688,0.062966,0.005663
1263,738.00,0.000,-15.882,0.7491,4.6973,0.0000,48.6057,0.3843,8.9027,0.0000,37.1322,2.9794,1.9955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.035,-5.709,1.311,0.159,0.672,0.074135,0.083475,0.773857,0.062889,0.005644
1264,737.00,0.000,-15.906,0.7495,4.6974,0.0000,48.6101,0.3830,8.8956,0.0000,37.1401,2.9758,1.9954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.036,-5.712,1.311,0.160,0.672,0.074130,0.083408,0.774026,0.062812,0.005625
1265,736.00,0.000,-15.930,0.7498,4.6975,0.0000,48.6144,0.3817,8.8884,0.0000,37.1480,2.9721,1.9953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.038,-5.715,1.311,0.160,0.672,0.074125,0.083341,0.774193,0.062736,0.005606
1266,735.00,0.000,-15.954,0.7501,4.6976,0.0000,48.6188,0.3804,8.8813,0.0000,37.1558,2.9685,1.9951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.040,-5.718,1.311,0.160,0.673,0.074120,0.083275,0.774358,0.062660,0.005587
