Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),   geikielite,     hematite,     ilmenite,  pyrophanite,     corundum
1267,734.00,0.000,-15.978,0.7504,4.6977,0.0000,48.6231,0.3791,8.8743,0.0000,37.1635,2.9650,1.9950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.041,-5.721,1.311,0.160,0.673,0.074116,0.083209,0.774523,0.062584,0.005567
1268,733.00,0.000,-16.003,0.7507,4.6978,0.0000,48.6274,0.3778,8.8672,0.0000,37.1712,2.9614,1.9949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.043,-5.724,1.310,0.160,0.673,0.074111,0.083144,0.774687,0.062510,0.005548
1269,732.00,0.000,-16.027,0.7510,4.6979,0.0000,48.6317,0.3765,8.8602,0.0000,37.1789,2.9579,1.9947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.044,-5.727,1.310,0.160,0.673,0.074107,0.083078,0.774850,0.062436,0.005529
1270,731.00,0.000,-16.051,0.7513,4.6980,0.0000,48.6360,0.3752,8.8532,0.0000,37.1865,2.9544,1.9946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.046,-5.730,1.310,0.160,0.673,0.074103,0.083013,0.775011,0.062362,0.005511
1271,730.00,0.000,-16.075,0.7516,4.6981,0.0000,48.6403,0.3739,8.8463,0.0000,37.1941,2.9509,1.9945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.047,-5.733,1.310,0.160,0.673,0.074099,0.082948,0.775172,0.062289,0.005492
1272,729.00,0.000,-16.100,0.7519,4.6982,0.0000,48.6445,0.3727,8.8394,0.0000,37.2016,2.9475,1.9944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.048,-5.736,1.310,0.160,0.674,0.074095,0.082884,0.775332,0.062216,0.005473
1273,728.00,0.000,-16.124,0.7521,4.6983,0.0000,48.6488,0.3714,8.8325,0.0000,37.2090,2.9440,1.9943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.050,-5.739,1.310,0.160,0.674,0.074092,0.082819,0.775490,0.062144,0.005454
1274,727.00,0.000,-16.148,0.7524,4.6984,0.0000,48.6530,0.3701,8.8256,0.0000,37.2165,2.9406,1.9942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.051,-5.742,1.309,0.160,0.674,0.074088,0.082755,0.775648,0.062073,0.005435
1275,726.00,0.000,-16.173,0.7527,4.6985,0.0000,48.6572,0.3688,8.8187,0.0000,37.2238,2.9373,1.9941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.053,-5.745,1.309,0.160,0.674,0.074085,0.082691,0.775805,0.062002,0.005416
1276,725.00,0.000,-16.197,0.7530,4.6986,0.0000,48.6614,0.3675,8.8119,0.0000,37.2312,2.9339,1.9940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.054,-5.747,1.309,0.160,0.674,0.074082,0.082628,0.775961,0.061931,0.005398
1277,724.00,0.000,-16.222,0.7533,4.6986,0.0000,48.6656,0.3663,8.8051,0.0000,37.2385,2.9306,1.9939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.055,-5.750,1.309,0.160,0.674,0.074079,0.082564,0.776116,0.061862,0.005379
1278,723.00,0.000,-16.246,0.7535,4.6987,0.0000,48.6698,0.3650,8.7984,0.0000,37.2457,2.9273,1.9938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.056,-5.753,1.308,0.160,0.675,0.074076,0.082501,0.776270,0.061792,0.005361
1279,722.00,0.000,-16.271,0.7538,4.6988,0.0000,48.6739,0.3638,8.7916,0.0000,37.2529,2.9240,1.9938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.058,-5.756,1.308,0.160,0.675,0.074074,0.082438,0.776423,0.061723,0.005342
1280,721.00,0.000,-16.296,0.7541,4.6989,0.0000,48.6781,0.3625,8.7849,0.0000,37.2601,2.9208,1.9937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.059,-5.759,1.308,0.160,0.675,0.074071,0.082376,0.776575,0.061654,0.005324
1281,720.00,0.000,-16.321,0.7543,4.6990,0.0000,48.6822,0.3612,8.7782,0.0000,37.2672,2.9175,1.9936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.060,-5.761,1.308,0.161,0.675,0.074069,0.082313,0.776727,0.061586,0.005305
1282,719.00,0.000,-16.345,0.7546,4.6991,0.0000,48.6863,0.3600,8.7715,0.0000,37.2743,2.9143,1.9935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.061,-5.764,1.307,0.161,0.675,0.074066,0.082251,0.776877,0.061519,0.005287
1283,718.00,0.000,-16.370,0.7601,4.6982,0.0000,48.7575,0.3500,8.6441,0.0000,37.4010,2.8557,1.9917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.112,-5.808,1.316,0.162,0.680,0.073997,0.081056,0.779525,0.060282,0.005140
1284,717.00,0.000,-16.395,0.7602,4.6984,0.0000,48.7589,0.3500,8.6413,0.0000,37.4039,2.8542,1.9916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.112,-5.810,1.315,0.162,0.680,0.073996,0.081031,0.779583,0.060250,0.005141
1285,716.00,0.000,-16.420,0.7604,4.6985,0.0000,48.7610,0.3500,8.6374,0.0000,37.4079,2.8521,1.9916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.113,-5.812,1.315,0.162,0.680,0.073994,0.080993,0.779666,0.060206,0.005140
1286,715.00,0.000,-16.445,0.7606,4.6986,0.0000,48.7634,0.3499,8.6329,0.0000,37.4124,2.8499,1.9915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.114,-5.815,1.315,0.162,0.680,0.073992,0.080951,0.779759,0.060159,0.005139
1287,714.00,0.000,-16.470,0.7609,4.6987,0.0000,48.7659,0.3498,8.6280,0.0000,37.4173,2.8474,1.9915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.115,-5.817,1.314,0.162,0.680,0.073989,0.080905,0.779860,0.060107,0.005138
1288,713.00,0.000,-16.495,0.7611,4.6988,0.0000,48.7688,0.3497,8.6227,0.0000,37.4226,2.8448,1.9914,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.116,-5.820,1.314,0.162,0.680,0.073987,0.080856,0.779970,0.060052,0.005136
1289,712.00,0.000,-16.520,0.7646,4.6984,0.0000,48.8090,0.3395,8.5556,0.0000,37.4919,2.8134,1.9906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.147,-5.848,1.319,0.163,0.683,0.073960,0.080228,0.781436,0.059390,0.004986
1290,711.00,0.000,-16.546,0.7653,4.6984,0.0000,48.8159,0.3402,8.5415,0.0000,37.5052,2.8069,1.9904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.153,-5.854,1.320,0.163,0.684,0.073950,0.080095,0.781706,0.059253,0.004996
1291,710.00,0.000,-16.571,0.7666,4.6983,0.0000,48.8282,0.3413,8.5164,0.0000,37.5287,2.7956,1.9899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.164,-5.865,1.321,0.163,0.685,0.073930,0.079859,0.782186,0.059013,0.005012
1292,709.00,0.000,-16.596,0.7680,4.6982,0.0000,48.8422,0.3426,8.4878,0.0000,37.5556,2.7826,1.9892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.176,-5.877,1.323,0.163,0.686,0.073906,0.079590,0.782735,0.058738,0.005031
1293,708.00,0.000,-16.622,0.7695,4.6981,0.0000,48.8567,0.3441,8.4581,0.0000,37.5835,2.7691,1.9885,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.190,-5.890,1.325,0.164,0.687,0.073879,0.079310,0.783305,0.058452,0.005054
1294,707.00,0.000,-16.647,0.7712,4.6980,0.0000,48.8716,0.3460,8.4270,0.0000,37.6127,2.7549,1.9877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.204,-5.904,1.327,0.164,0.689,0.073848,0.079018,0.783902,0.058151,0.005081
1295,706.00,0.000,-16.672,0.7729,4.6978,0.0000,48.8869,0.3483,8.3947,0.0000,37.6432,2.7400,1.9868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.220,-5.919,1.329,0.165,0.690,0.073812,0.078713,0.784524,0.057836,0.005115
1296,705.00,0.000,-16.698,0.7747,4.6977,0.0000,48.9020,0.3511,8.3623,0.0000,37.6739,2.7250,1.9857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.236,-5.934,1.331,0.165,0.692,0.073770,0.078407,0.785149,0.057518,0.005156
1297,704.00,0.000,-16.724,0.7765,4.6975,0.0000,48.9164,0.3543,8.3307,0.0000,37.7039,2.7103,1.9845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.252,-5.949,1.333,0.165,0.693,0.073722,0.078110,0.785759,0.057207,0.005202
1298,703.00,0.000,-16.749,0.7783,4.6974,0.0000,48.9297,0.3577,8.3006,0.0000,37.7328,2.6962,1.9830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.267,-5.963,1.336,0.166,0.694,0.073668,0.077826,0.786346,0.056908,0.005252
1299,702.00,0.000,-16.775,0.7799,4.6973,0.0000,48.9421,0.3612,8.2722,0.0000,37.7603,2.6828,1.9814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.282,-5.977,1.338,0.166,0.696,0.073607,0.077558,0.786906,0.056625,0.005304
1300,701.00,0.000,-16.801,0.7815,4.6972,0.0000,48.9533,0.3647,8.2457,0.0000,37.7863,2.6703,1.9796,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.296,-5.991,1.340,0.166,0.697,0.073539,0.077309,0.787437,0.056360,0.005356
1301,700.00,0.000,-16.826,0.7830,4.6971,0.0000,48.9635,0.3681,8.2212,0.0000,37.8109,2.6587,1.9776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.309,-6.003,1.341,0.167,0.698,0.073463,0.077079,0.787940,0.056114,0.005405
