Index,T (C),P (kbars),log(10) f O2,mass (gm),rho (gm/cc),wt% SiO2,wt% TiO2,wt% Al2O3,wt% Fe2O3,wt% Cr2O3,wt% FeO,wt% MnO,wt% MgO,wt% NiO,wt% CoO,wt% CaO,wt% Na2O,wt% K2O,wt% P2O5,wt% H2O,wt% CO2,wt% SO3,wt% Cl2O-1,wt% F2O-1,G (kJ),H (kJ),S (J/K),V (cc),Cp (J/K),     diopside,clinoenstatit, hedenbergite,alumino-buffo,    buffonite,     essenite,      jadeite
1282,719.00,0.000,-16.345,11.7000,3.4161,50.6278,0.5051,0.9615,2.2289,0.0000,15.9527,0.0000,8.2606,0.0000,0.0000,20.6240,0.8394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.764,-141.242,21.692,3.425,12.578,0.301730,0.080434,0.517104,-0.027363,0.056808,0.008202,0.063085
1283,718.00,0.000,-16.370,11.6618,3.4145,50.6694,0.5067,0.9681,2.1788,0.0000,15.8411,0.0000,8.2993,0.0000,0.0000,20.6970,0.8395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.401,-140.985,21.607,3.415,12.540,0.308745,0.077895,0.513211,-0.026424,0.055949,0.007568,0.063056
1284,717.00,0.000,-16.395,11.6605,3.4146,50.6700,0.5071,0.9682,2.1782,0.0000,15.8370,0.0000,8.3006,0.0000,0.0000,20.6994,0.8395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.368,-140.988,21.592,3.415,12.537,0.308970,0.077810,0.513068,-0.026399,0.055946,0.007552,0.063053
1285,716.00,0.000,-16.420,11.6589,3.4147,50.6710,0.5075,0.9685,2.1771,0.0000,15.8319,0.0000,8.3022,0.0000,0.0000,20.7024,0.8395,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.331,-140.989,21.577,3.414,12.534,0.309254,0.077704,0.512894,-0.026365,0.055933,0.007531,0.063050
1286,715.00,0.000,-16.445,11.6572,3.4147,50.6722,0.5079,0.9687,2.1758,0.0000,15.8264,0.0000,8.3039,0.0000,0.0000,20.7057,0.8394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.294,-140.989,21.561,3.414,12.530,0.309562,0.077589,0.512706,-0.026328,0.055916,0.007507,0.063047
1287,714.00,0.000,-16.470,11.6554,3.4148,50.6735,0.5082,0.9690,2.1743,0.0000,15.8207,0.0000,8.3057,0.0000,0.0000,20.7092,0.8394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.255,-140.988,21.545,3.413,12.527,0.309889,0.077468,0.512508,-0.026287,0.055897,0.007482,0.063043
1288,713.00,0.000,-16.495,11.6535,3.4148,50.6749,0.5086,0.9693,2.1726,0.0000,15.8147,0.0000,8.3077,0.0000,0.0000,20.7129,0.8394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.216,-140.986,21.528,3.413,12.523,0.310236,0.077340,0.512300,-0.026244,0.055874,0.007454,0.063040
1289,712.00,0.000,-16.520,11.6350,3.4141,50.7085,0.5064,0.9630,2.1563,0.0000,15.7572,0.0000,8.3258,0.0000,0.0000,20.7361,0.8467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-162.024,-140.862,21.481,3.408,12.504,0.313689,0.076098,0.510288,-0.026480,0.055976,0.006860,0.063568
1290,711.00,0.000,-16.546,11.6310,3.4140,50.7131,0.5066,0.9637,2.1513,0.0000,15.7449,0.0000,8.3299,0.0000,0.0000,20.7437,0.8468,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.968,-140.847,21.461,3.407,12.498,0.314442,0.075825,0.509861,-0.026390,0.055894,0.006792,0.063576
1291,710.00,0.000,-16.571,11.6244,3.4139,50.7215,0.5065,0.9647,2.1423,0.0000,15.7248,0.0000,8.3367,0.0000,0.0000,20.7562,0.8473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.889,-140.814,21.436,3.405,12.490,0.315704,0.075369,0.509158,-0.026249,0.055746,0.006669,0.063603
1292,709.00,0.000,-16.596,11.6169,3.4136,50.7315,0.5064,0.9658,2.1321,0.0000,15.7019,0.0000,8.3445,0.0000,0.0000,20.7700,0.8479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.802,-140.775,21.409,3.403,12.481,0.317135,0.074853,0.508358,-0.026104,0.055588,0.006524,0.063646
1293,708.00,0.000,-16.622,11.6092,3.4134,50.7419,0.5062,0.9667,2.1219,0.0000,15.6780,0.0000,8.3525,0.0000,0.0000,20.7840,0.8488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.714,-140.735,21.382,3.401,12.472,0.318615,0.074319,0.507526,-0.025967,0.055437,0.006370,0.063701
1294,707.00,0.000,-16.647,11.6011,3.4131,50.7529,0.5060,0.9676,2.1114,0.0000,15.6530,0.0000,8.3608,0.0000,0.0000,20.7985,0.8498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.623,-140.692,21.354,3.399,12.463,0.320162,0.073759,0.506652,-0.025834,0.055287,0.006206,0.063767
1295,706.00,0.000,-16.672,11.5928,3.4128,50.7644,0.5057,0.9685,2.1007,0.0000,15.6269,0.0000,8.3694,0.0000,0.0000,20.8134,0.8509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.529,-140.648,21.326,3.397,12.453,0.321768,0.073178,0.505740,-0.025705,0.055140,0.006034,0.063845
1296,705.00,0.000,-16.698,11.5845,3.4126,50.7761,0.5055,0.9693,2.0903,0.0000,15.6005,0.0000,8.3781,0.0000,0.0000,20.8281,0.8522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.436,-140.603,21.298,3.395,12.444,0.323380,0.072593,0.504819,-0.025585,0.055003,0.005860,0.063930
1297,704.00,0.000,-16.724,11.5765,3.4123,50.7874,0.5053,0.9701,2.0804,0.0000,15.5745,0.0000,8.3864,0.0000,0.0000,20.8424,0.8535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.344,-140.560,21.270,3.393,12.434,0.324950,0.072023,0.503915,-0.025478,0.054881,0.005688,0.064022
1298,703.00,0.000,-16.749,11.5688,3.4121,50.7983,0.5051,0.9707,2.0714,0.0000,15.5495,0.0000,8.3944,0.0000,0.0000,20.8558,0.8549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.256,-140.520,21.243,3.391,12.425,0.326453,0.071476,0.503042,-0.025386,0.054775,0.005523,0.064118
1299,702.00,0.000,-16.775,11.5615,3.4118,50.8085,0.5050,0.9711,2.0631,0.0000,15.5255,0.0000,8.4020,0.0000,0.0000,20.8684,0.8563,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.172,-140.483,21.217,3.389,12.417,0.327875,0.070957,0.502210,-0.025309,0.054686,0.005364,0.064215
1300,701.00,0.000,-16.801,11.5548,3.4116,50.8182,0.5049,0.9715,2.0557,0.0000,15.5029,0.0000,8.4091,0.0000,0.0000,20.8800,0.8577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.092,-140.448,21.191,3.387,12.409,0.329208,0.070471,0.501424,-0.025245,0.054614,0.005214,0.064314
1301,700.00,0.000,-16.826,11.5485,3.4115,50.8271,0.5049,0.9717,2.0492,0.0000,15.4817,0.0000,8.4157,0.0000,0.0000,20.8907,0.8591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-161.016,-140.417,21.167,3.385,12.401,0.330447,0.070019,0.500686,-0.025195,0.054558,0.005073,0.064411
